id;code;description;default_value
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-play-circle;fa-play-circle css class;fa-play-circle
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-play-circle-o;fa-play-circle-o css class;fa-play-circle-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-step-backward;fa-step-backward css class;fa-step-backward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-step-forward;fa-step-forward css class;fa-step-forward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-stop;fa-stop css class;fa-stop
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-youtube-play;fa-youtube-play css class;fa-youtube-play
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-adn;fa-adn css class;fa-adn
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-android;fa-android css class;fa-android
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-apple;fa-apple css class;fa-apple
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-bitbucket;fa-bitbucket css class;fa-bitbucket
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-bitbucket-square;fa-bitbucket-square css class;fa-bitbucket-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-bitcoin;fa-bitcoin css class;fa-bitcoin
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-btc;fa-btc css class;fa-btc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-css3;fa-css3 css class;fa-css3
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-dribbble;fa-dribbble css class;fa-dribbble
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-dropbox;fa-dropbox css class;fa-dropbox
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-facebook;fa-facebook css class;fa-facebook
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-facebook-square;fa-facebook-square css class;fa-facebook-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-flickr;fa-flickr css class;fa-flickr
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-foursquare;fa-foursquare css class;fa-foursquare
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-github;fa-github css class;fa-github
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-github-alt;fa-github-alt css class;fa-github-alt
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-github-square;fa-github-square css class;fa-github-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-gittip;fa-gittip css class;fa-gittip
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-google-plus;fa-google-plus css class;fa-google-plus
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-google-plus-square;fa-google-plus-square css class;fa-google-plus-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-html5;fa-html5 css class;fa-html5
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-instagram;fa-instagram css class;fa-instagram
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-linkedin;fa-linkedin css class;fa-linkedin
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-linkedin-square;fa-linkedin-square css class;fa-linkedin-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-linux;fa-linux css class;fa-linux
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-maxcdn;fa-maxcdn css class;fa-maxcdn
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-pagelines;fa-pagelines css class;fa-pagelines
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-pinterest;fa-pinterest css class;fa-pinterest
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-pinterest-square;fa-pinterest-square css class;fa-pinterest-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-renren;fa-renren css class;fa-renren
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-skype;fa-skype css class;fa-skype
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-stack-exchange;fa-stack-exchange css class;fa-stack-exchange
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-stack-overflow;fa-stack-overflow css class;fa-stack-overflow
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-trello;fa-trello css class;fa-trello
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tumblr;fa-tumblr css class;fa-tumblr
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tumblr-square;fa-tumblr-square css class;fa-tumblr-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-twitter;fa-twitter css class;fa-twitter
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-twitter-square;fa-twitter-square css class;fa-twitter-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-vimeo-square;fa-vimeo-square css class;fa-vimeo-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-vk;fa-vk css class;fa-vk
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-weibo;fa-weibo css class;fa-weibo
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-windows;fa-windows css class;fa-windows
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-xing;fa-xing css class;fa-xing
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-xing-square;fa-xing-square css class;fa-xing-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-youtube;fa-youtube css class;fa-youtube
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-youtube-play;fa-youtube-play css class;fa-youtube-play
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-youtube-square;fa-youtube-square css class;fa-youtube-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-ambulance;fa-ambulance css class;fa-ambulance
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-h-square;fa-h-square css class;fa-h-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-hospital-o;fa-hospital-o css class;fa-hospital-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-medkit;fa-medkit css class;fa-medkit
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-plus-square;fa-plus-square css class;fa-plus-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-stethoscope;fa-stethoscope css class;fa-stethoscope
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-user-md;fa-user-md css class;fa-user-md
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-wheelchair;fa-wheelchair css class;fa-wheelchair
